sentence,sentiment,sentiment_label
"Bargain hunters are wise to pay careful attention to insider buying, because although there are many various reasons for an insider to sell a stock, presumably the only reason they would use their hard-earned cash to make a purchase, is that they expect to make money. Today we",1,호재
"On January 31, 2023, Zacks Investment Research initiated coverage of Expion360 with a Buy recommendation.",0,중립
"Jacobs Solutions Inc. J has been generating substantial recurring revenues that are complemented by accelerating growth in the areas of climate response, consulting &amp; advisory and data solutions. Accelerating demand for Jacobs&rsquo;s consulting services for infrastructure,",1,호재
"--Brilliant Acquisition Corporation announced today that it has extended the period of time it will have to consummate its initial business combination by a further one month, or until February 23, 2023. In connection with the extension, Nukkleus, Inc. has deposited $21,350 in Brilliant’ s trust account, representing $0.0525 per public ordinary share of...",0,중립
"Selina Hospitality PLC the fast-growing experiential hospitality brand targeting millennial and Gen Z travelers, today announced it has released a new investor presentation. The presentation has summary information about the company and includes new and updated information, such as:. An overview of Selina’ s comprehensive strategy which is aimed at...",0,중립
"British holidays group Saga Plc said on Monday it was in discussions to sell Acromas Insurance Co, the underwriting unit of its wider insurance division, to help pay down its debt.",0,중립
"Better Online Solutions Ltd. (BOS) is a global provider of custom-made robots and an integrator of off-the-shelf automation systems for industrial and logistics processes. BOS also provides supply chain services, mainly for the aerospace and defense indus",0,중립
"Amid extreme market volatility and recession risk on macroeconomic and geopolitical headwinds, investors are shying away from investing in stocks. Despite this, there are a number of stocks worth considering based on strong fundamentals and prospects. One such banking sto",1,호재
"You don't hear a lot of investors talking about initial public offerings (IPOs) these days. Last year was rough for investors, and it was even harder for a potential Wall Street debutante to get a deal to go through. Less than a quarter of the IPOs that have managed to hit the ma",0,중립
"Renasant (RNST) came out with quarterly earnings of $0.89 per share, beating the Zacks Consensus Estimate of $0.88 per share. This compares to earnings of $0.68 per share a year ago. These figures are adjusted for non-recurring items.",1,호재
Consumer stocks were mixed pre-bell Thursday. The Consumer Staples Select Sector SPDR Fund (XLP) was 0.8% lower and the Consumer Discretionary Select Sector SPDR Fund (XLY) was up 0.9% recently.,0,중립
"In this week’s World Reimagined, we will look at the rapidly evolving world of Artificial Intelligence (AI), some of its players, and what companies are poised to gain from a pivotal year where AI hits center stage.",1,호재
"In trading on Friday, railroads shares were relative laggards, down on the day by about 0.9%. Helping drag down the group were shares of Greenbrier Companies, down about 14.6% and shares of Trinity Industries off about 5% on the day.",0,중립
"NEW YORK& PITTSBURGH---- Alpha Healthcare Acquisition Corp. III, a special purpose acquisition company led by Mr. Rajiv Shukla, today announced the execution of a definitive business combination agreement with Carmell Therapeutics Corporation, a Phase 2- stage biotechnology platform company developing allogeneic plasma-based biomaterials for bone and...",2,악재
"The earnings cycle is back and food players look fairly placed. While input cost inflation remains a hurdle, favorable demand, efficient productivity and saving measures are likely to have aided companies&rsquo; performances.Companies have been benefiting from continued recover",0,중립
"(RTTNews) - Panbela Therapeutics, Inc. (PBLA) shares are sliding more than 11 percent on Friday morning trade after the company announced 1-for-40 reverse stock split, effective today.",0,중립
Technology stocks were retreating pre-bell Tuesday. The Technology Select Sector SPDR Fund (XLK) was down 0.7% and the iShares Semiconductor ETF (SOXX) was slipping past 1% recently.,0,중립
"(RTTNews) - UroGen Pharma Ltd. (URGN) reported results from the first post-commercial utilization review of JELMYTO for pyelocalyceal solution. JELMYTO is approved for the treatment of adults with LG-UTUC, or low-grade upper tract urothelial cancer.",0,중립
"Health care stocks were narrowly lower Thursday afternoon, with the NYSE Health Care Index slipping 0.3% while the Health Care Select Sector SPDR Fund (XLV) was down just 0.5%.",0,중립
"Teladoc Health, Inc. TDOC updated its fourth quarter and full-year 2022 revenue guidance on Monday, prior to its presentation at the 41st Annual J.P. Morgan Healthcare Conference. Following the announcement, shares of the company climbed 4.1%.",0,중립
"Shares of Intercept Pharmaceuticals, Inc. ICPT gained 12.4% in the last six months compared with the industry&rsquo;s growth of 0.3%.",1,호재
"The NASDAQ 100 Pre-Market Indicator is down -111.96 to 11,347.65. The total Pre-Market volume is currently 78,219,354 shares traded.The following are the most active stocks for the pre-market session: Bed Bath &amp; Beyond Inc. (BBBY) is -0.11 at $5.13, with 12,332,922 shares tr",0,중립
Consumer stocks were flat to higher pre-bell Wednesday. The Consumer Staples Select Sector SPDR Fund (XLP) was unchanged and the Consumer Discretionary Select Sector SPDR Fund (XLY) was advancing by 0.85% recently.,0,중립
"C4 Therapeutics, Inc. (CCCC) closed the most recent trading day at $6.51, moving -1.96% from the previous trading session. This change lagged the S&amp;P 500's 1.17% loss on the day. At the same time, the Dow lost 1.02%, and the tech-heavy Nasdaq lost 2.45%.",2,악재
The following are the top rated Financial stocks according to Validea's Small-Cap Growth Investor model based on the published strategy of Motley Fool. This strategy looks for small cap growth stocks with solid fundamentals and strong price performance.AMALGAMATED BANK (AMAL) is,1,호재
"Product cost inflation, tight labor market and supply chain issues are some of the headwinds that players in the Zacks Consumer Products-Discretionary industry have been encountering lately. Also, soaring prices are squeezing consumers&rsquo; disposable income and dampening dem",1,호재
Fintel reports that Franklin Resources has filed a 13G/A form with the SEC disclosing ownership of 5.74MM shares of Integra Resources Corp. (ITRG). This represents 7.2% of the company.,0,중립
(RTTNews) - The following are some of the stocks making big moves in Monday's pre-market trading (as of 07.00 A.M. ET).,0,중립
"ConnectM Technology Solutions, Inc., a vertically integrated clean energy technology and solutions provider for buildings and all-electric OEMs, today announced the acquisition of Florida Solar Products Inc., also known as Solar Energy Systems, effective December 31, 2022. With this acquisition, ConnectM adds an established leader in the solar space on...",0,중립
"The First of Long Island (FLIC) came out with quarterly earnings of $0.44 per share, missing the Zacks Consensus Estimate of $0.49 per share. This compares to earnings of $0.38 per share a year ago. These figures are adjusted for non-recurring items.",2,악재
"Not all great investments get headlines in the paper or online. Some companies are generating value for investors with little fanfare. In this video, Travis Hoium and Lou Whiteman discuss three stocks you may have overlooked because they get little fanfare.",0,중립
"Here are three stocks with buy rank and strong value characteristics for investors to consider today, January 19th:",1,호재
"The following are the top rated Financial stocks according to Validea's Patient Investor model based on the published strategy of Warren Buffett. This strategy seeks out firms with long-term, predictable profitability and low debt that trade at reasonable valuations.CREDIT ACCEPT",1,호재
"On 1/19/23, Gladstone Commercial Corp's 7.50% Series B Cumulative Redeemable Preferred Stock (Symbol: GOODO) will trade ex-dividend, for its monthly dividend of $0.125, payable on 1/31/23. As a percentage of GOODO's recent share price of $20.70, this dividend works out to appr",0,중립
